Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:20:57:39.014,61,0.1809869409,0.1075735092,0.0000000000,0.1385974139,0.0000000000,0.1432242393,0.0000000000,0.1846091747,0.1056149527,0.1728756577,0.0000000000,0.0000000000,0.1460191607,0.0000000000,0.0151262907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0121374698,0.0000000000,0.0135305487,0.0000000000,0.1937195659,0.1582589298,0.0000000000,0.0000000000,0.0477949083,0.0483795032,0.0385980532,0.0439341031,0.0446966439,0.0019134368,0.1096198410,0.0685079545,0.0573958643,0.0621844716,0.0525866710,0.0446964875,0.0211684536,0.0163927618,0.4354201853,0.4357129335,0.0000000000,0.0000000000,0.0000000000,0.0067195352,0.0905148014,0.0972832367,0.0616831966,0.0685364157,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0951709151,0.0578700826,-0.0158772040,-0.0971642435,0.0579924136,-0.0123189334
20:20:57:40.015,61,0.4084670544,0.2806837261,0.0000000000,0.1709500402,0.0000000000,0.1434839517,0.0000000000,0.4094854891,0.2769595981,0.2065583467,0.0000000000,0.0000000000,0.1462295353,0.0000000000,0.0152685344,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0132341720,0.0000000000,0.0132295908,0.0000000000,0.1780741662,0.1465750933,0.0000000000,0.0000000000,0.0475863405,0.0482013002,0.0386995263,0.0439430252,0.0450306460,0.0018969286,0.1114775538,0.0690758526,0.0621610880,0.0681295544,0.0530927107,0.0452101566,0.0217571687,0.0169054493,0.3844453990,0.3848090172,0.0000000000,0.0000000000,0.0000000000,0.0066566202,0.0942192748,0.0990432650,0.0818246976,0.0834163204,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1110068709,0.1511561871,-0.0337622762,-0.1150141880,0.1512844712,-0.0245143175
20:20:57:41.015,61,0.6030893922,0.3328738511,0.0000000000,0.1513720006,0.0000000000,0.1365685314,0.0000000000,0.6044380069,0.3290779889,0.1850777417,0.0000000000,0.0000000000,0.1385114342,0.0000000000,0.0156070385,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0142094102,0.0000000000,0.0128237475,0.0000000000,0.1741154194,0.1439772695,0.0000000000,0.0000000000,0.0478364713,0.0484949276,0.0399562456,0.0443517119,0.0475105643,0.0018672053,0.1195494086,0.0720109716,0.0728290230,0.0799507499,0.0536994003,0.0458387397,0.0228883252,0.0175485462,0.3425129354,0.3429466486,0.0000000000,0.0000000000,0.0000000000,0.0065053296,0.0976153165,0.1012300700,0.0967676938,0.0962396115,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0983052403,0.1789103746,-0.0353090391,-0.1027467623,0.1790396273,-0.0243194681
20:20:57:43.015,61,0.6239302158,0.3432176113,0.0000000000,0.1479978263,0.0000000000,0.1272463799,0.0000000000,0.6225087643,0.3394066691,0.1814058274,0.0000000000,0.0000000000,0.1283419579,0.0000000000,0.0175120961,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0188984554,0.0000000000,0.0126808938,0.0000000000,0.1739403009,0.1428488493,0.0000000000,0.0000000000,0.0489602238,0.0497389659,0.0449228808,0.0466556773,0.0590841249,0.0019872137,0.1342274845,0.0781101659,0.0848470628,0.0913616568,0.0582684241,0.0492517836,0.0265040826,0.0194615051,0.3350461423,0.3354093730,0.0000000000,0.0000000000,0.0000000000,0.0061371336,0.1087357178,0.1071742699,0.1132977158,0.1092267334,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0961082280,0.1844149828,-0.0356194787,-0.1006249636,0.1845445931,-0.0242819469
20:20:57:44.014,61,0.5701466203,0.3205586076,0.0000000000,0.1674490273,0.0000000000,0.1259539127,0.0000000000,0.5687888861,0.3165806234,0.2024679333,0.0000000000,0.0000000000,0.1269122511,0.0000000000,0.0184141621,0.0000000000,0.0000000000,0.0000000000,0.0004000725,0.0200992264,0.0000000000,0.0126914969,0.0000000000,0.1744374484,0.1429316550,0.0000000000,0.0000000000,0.0495005585,0.0503404401,0.0483021922,0.0501639098,0.0613701046,0.0020554357,0.1362122148,0.0793256238,0.0872526541,0.0935164541,0.0601892173,0.0514610372,0.0273212586,0.0200658292,0.3464041650,0.3466705680,0.0000000000,0.0000000000,0.0000000000,0.0060135014,0.1124859452,0.1101504639,0.1161530837,0.1115684137,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1079586893,0.1725291610,-0.0366989262,-0.1124171317,0.1726582646,-0.0261560846
20:20:57:45.015,61,0.3136672080,0.2358509004,0.0000000000,0.1526833773,0.0000000000,0.1246261448,0.0000000000,0.3146020770,0.2327351272,0.1875003129,0.0000000000,0.0000000000,0.1255735159,0.0000000000,0.0189032219,0.0000000000,0.0000000000,0.0000000000,0.0021577240,0.0233393069,0.0000000000,0.0131732384,0.0000000000,0.1740959883,0.1401377618,0.0000000000,0.0000000000,0.0492524244,0.0501544252,0.0501678810,0.0517173223,0.0627089217,0.0021695171,0.1314436942,0.0787646025,0.0834492743,0.0892237350,0.0631107464,0.0537197851,0.0280422997,0.0206095669,0.3519520760,0.3521670699,0.0000000000,0.0000000000,0.0000000000,0.0059479140,0.1143046096,0.1116932705,0.1166453287,0.1123283356,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1014528573,0.1268446743,-0.0276589952,-0.1046193391,0.1269722730,-0.0197978280
20:20:57:46.014,61,0.2412858605,0.1884416044,0.0000000000,0.1163919643,0.0000000000,0.1247998849,0.0000000000,0.2434309572,0.1861615032,0.1481155157,0.0000000000,0.0000000000,0.1259358823,0.0000000000,0.0191836208,0.0000000000,0.0000000000,0.0000000000,0.0030175401,0.0243842993,0.0000000000,0.0131790629,0.0000000000,0.1747185439,0.1395471096,0.0000000000,0.0000000000,0.0490478240,0.0500015877,0.0510212258,0.0527370162,0.0630862862,0.0022962752,0.1274358928,0.0781408399,0.0799043998,0.0853589103,0.0644705519,0.0549210757,0.0283881538,0.0209336150,0.3828051686,0.3830085099,0.0000000000,0.0000000000,0.0000000000,0.0058304137,0.1152330115,0.1127533689,0.1068978533,0.1092245728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0805910826,0.1010750607,-0.0198465455,-0.0832451731,0.1012002826,-0.0135428226
20:20:57:48.015,61,0.1763456315,0.1191251576,0.0000000000,0.1376131326,0.0000000000,0.1332477927,0.0000000000,0.1800375283,0.1170930564,0.1715449542,0.0000000000,0.0000000000,0.1358479708,0.0000000000,0.0197362583,0.0000000000,0.0000000000,0.0000000000,0.0040559019,0.0248198453,0.0000000000,0.0137276482,0.0000000000,0.1773227751,0.1394546181,0.0000000000,0.0000000000,0.0487230122,0.0497380830,0.0513973795,0.0534584001,0.0630105138,0.0028609915,0.1172418892,0.0738997459,0.0756000876,0.0810872316,0.0658342913,0.0561009534,0.0283425860,0.0210166592,0.4226175249,0.4230268598,0.0000000000,0.0000000000,0.0000000000,0.0057152016,0.1157137975,0.1141472384,0.0963234305,0.1029483005,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0943113416,0.0640614256,-0.0166910682,-0.0964974239,0.0641838908,-0.0127538247
20:20:57:49.015,61,0.1653571874,0.0803414062,0.0000000000,0.0981545001,0.0000000000,0.1489213407,0.0000000000,0.1692373455,0.0789483562,0.1288462728,0.0000000000,0.0000000000,0.1522268802,0.0000000000,0.0200312752,0.0000000000,0.0000000000,0.0000000000,0.0058385273,0.0249012578,0.0000000000,0.0141059961,0.0000000000,0.1785087734,0.1394067705,0.0000000000,0.0000000000,0.0483115874,0.0493219942,0.0517726317,0.0540648364,0.0626210049,0.0032173442,0.1068125144,0.0656018704,0.0702454373,0.0753931776,0.0699626058,0.0589152202,0.0282223318,0.0209629945,0.4357686043,0.4361431599,0.0000000000,0.0000000000,0.0000000000,0.0054881996,0.1159319952,0.1147691682,0.0939738676,0.1005688384,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0710781366,0.0430475548,-0.0107919741,-0.0727906898,0.0431678370,-0.0081427488
20:20:57:50.015,61,0.1016516909,0.0436805151,0.0000000000,0.0912723318,0.0000000000,0.1530994326,0.0000000000,0.1027341112,0.0425666347,0.1215658560,0.0000000000,0.0000000000,0.1565875262,0.0000000000,0.0198905207,0.0000000000,0.0000000000,0.0000000000,0.0064182943,0.0246607158,0.0000000000,0.0145567851,0.0000000000,0.1788629889,0.1369486451,0.0000000000,0.0000000000,0.0473749340,0.0481402874,0.0511032529,0.0538403019,0.0594032221,0.0033070354,0.1036046967,0.0631093755,0.0653988868,0.0696781650,0.0708799735,0.0595323779,0.0280410144,0.0208586007,0.4417956769,0.4421623647,0.0000000000,0.0000000000,0.0000000000,0.0052875653,0.1143968403,0.1142810211,0.0861915424,0.0901776552,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0673065409,0.0233867541,-0.0079477709,-0.0687358156,0.0235050470,-0.0065540615
20:20:57:52.008,61,0.0588127561,0.0248404536,0.0000000000,0.1146100536,0.0000000000,0.1549389660,0.0000000000,0.0602798164,0.0236817077,0.1473986357,0.0000000000,0.0000000000,0.1585019231,0.0000000000,0.0198104661,0.0000000000,0.0000000000,0.0000000000,0.0063216672,0.0229788981,0.0000000000,0.0146948444,0.0000000000,0.1795768738,0.1364181042,0.0000000000,0.0000000000,0.0473373793,0.0480277389,0.0478460938,0.0526086241,0.0582008846,0.0034955123,0.1024617627,0.0622519329,0.0635054260,0.0675460845,0.0685198605,0.0584365577,0.0275751315,0.0205547307,0.4416187406,0.4419176877,0.0000000000,0.0000000000,0.0000000000,0.0053294054,0.1058809683,0.1094860882,0.0725952610,0.0786208734,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0817602575,0.0133770183,-0.0080169551,-0.0829878747,0.0134950057,-0.0072721750
20:20:57:52.016,61,0.0425681993,0.0231668185,0.0000000000,0.1560080647,0.0000000000,0.1556913406,0.0000000000,0.0438536666,0.0217551515,0.1921332031,0.0000000000,0.0000000000,0.1592778116,0.0000000000,0.0196479037,0.0000000000,0.0000000000,0.0000000000,0.0061365245,0.0219590031,0.0000000000,0.0149877332,0.0000000000,0.1807192266,0.1364794374,0.0000000000,0.0000000000,0.0472855493,0.0479365885,0.0468875729,0.0522256829,0.0572701208,0.0035494384,0.1020907238,0.0619520210,0.0621782094,0.0660885721,0.0676337183,0.0578754880,0.0271047913,0.0202470291,0.4397738874,0.4399959445,0.0000000000,0.0000000000,0.0000000000,0.0053076255,0.1028612033,0.1077509001,0.0679709762,0.0743784308,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1066043824,0.0126650035,-0.0101061072,-0.1081823856,0.0127829835,-0.0094603403
20:20:57:54.014,61,0.0269231014,0.0000000000,0.0000000000,0.1182324290,0.0000000000,0.1476598829,0.0000000000,0.0276363809,0.0000000000,0.1508498192,0.0000000000,0.0000000000,0.1504278332,0.0000000000,0.0193216335,0.0000000000,0.0000000000,0.0000000000,0.0059852963,0.0205392279,0.0000000000,0.0154875163,0.0000000000,0.2072781920,0.1578573138,0.0000000000,0.0000000000,0.0472795106,0.0478987284,0.0459520258,0.0517884679,0.0559356771,0.0035910697,0.1068357751,0.0630844012,0.0606874935,0.0644709840,0.0659922585,0.0568592511,0.0262454711,0.0196759365,0.4215322733,0.4216745198,0.0000000000,0.0000000000,0.0000000000,0.0052161152,0.1000063419,0.1056734174,0.0637915805,0.0703870505,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0838732272,-0.0046696067,-0.0057186834,-0.0852964520,-0.0045545846,-0.0061714677
20:20:57:56.013,61,0.0192719791,0.0080393758,0.0000000000,0.1457467824,0.0000000000,0.1419048756,0.0000000000,0.0194992963,0.0068221050,0.1808151603,0.0000000000,0.0000000000,0.1443248242,0.0000000000,0.0187729616,0.0000000000,0.0000000000,0.0000000000,0.0060229381,0.0195447616,0.0000000000,0.0159138888,0.0000000000,0.2103675455,0.1639584601,0.0000000000,0.0000000000,0.0468061306,0.0474090874,0.0455844998,0.0514591299,0.0547238179,0.0034689996,0.1085414737,0.0636186600,0.0586316213,0.0625413880,0.0651547089,0.0561304055,0.0256182030,0.0192829985,0.4030538499,0.4031447470,0.0000000000,0.0000000000,0.0000000000,0.0050715697,0.0981206745,0.1040892154,0.0620430708,0.0686717555,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1004257053,0.0044941530,-0.0083022285,-0.1019998044,0.0046107098,-0.0081820758
20:20:57:57.013,61,0.0180560946,0.0163006466,0.0000000000,0.1374476701,0.0000000000,0.1404521316,0.0000000000,0.0182295721,0.0150634916,0.1719917208,0.0000000000,0.0000000000,0.1427828521,0.0000000000,0.0184262991,0.0000000000,0.0000000000,0.0000000000,0.0058720601,0.0189468134,0.0000000000,0.0160799474,0.0000000000,0.2120535076,0.1673931926,0.0000000000,0.0000000000,0.0467080548,0.0472759120,0.0452716760,0.0510677882,0.0532710701,0.0033264013,0.1088188738,0.0638012961,0.0580372512,0.0619581155,0.0647753403,0.0557598174,0.0252923332,0.0190788712,0.4022611082,0.4023509026,0.0000000000,0.0000000000,0.0000000000,0.0048866994,0.0973920152,0.1033983380,0.0616088472,0.0681988969,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0954703242,0.0088911429,-0.0085634850,-0.0969159529,0.0090084597,-0.0081422785
20:20:57:58.012,61,0.0207503457,0.0089275325,0.0000000000,0.1286475658,0.0000000000,0.1411517859,0.0000000000,0.0213398505,0.0078024347,0.1623548120,0.0000000000,0.0000000000,0.1435863525,0.0000000000,0.0182590298,0.0000000000,0.0000000000,0.0000000000,0.0056469198,0.0183794629,0.0000000000,0.0160140414,0.0000000000,0.2123224586,0.1680244505,0.0000000000,0.0000000000,0.0468119271,0.0473649092,0.0449661203,0.0508015864,0.0524493679,0.0032876029,0.1089871079,0.0640047565,0.0576255769,0.0615626201,0.0644920394,0.0554955713,0.0249204300,0.0188479256,0.4101164937,0.4102848470,0.0000000000,0.0000000000,0.0000000000,0.0047526145,0.0967753232,0.1028655171,0.0609440804,0.0675479621,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0901654810,0.0048999786,-0.0075415480,-0.0915854499,0.0050165951,-0.0073743635
20:20:57:59.014,61,0.1044541374,0.0485504121,0.0000000000,0.1282669306,0.0000000000,0.1398249567,0.0000000000,0.1057527363,0.0471268483,0.1619721055,0.0000000000,0.0000000000,0.1421632320,0.0000000000,0.0181863662,0.0000000000,0.0000000000,0.0000000000,0.0055001392,0.0180181228,0.0000000000,0.0158362966,0.0000000000,0.2106460631,0.1656006128,0.0000000000,0.0000000000,0.0469396859,0.0475068502,0.0446406826,0.0505345725,0.0520693362,0.0033274284,0.1090361848,0.0642047301,0.0574584305,0.0614113286,0.0643330589,0.0553448983,0.0247122962,0.0187405646,0.4042460024,0.4044238925,0.0000000000,0.0000000000,0.0000000000,0.0046050763,0.0964923576,0.1024688035,0.0607980192,0.0673598200,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0896770656,0.0261481553,-0.0105579961,-0.0912017226,0.0262673721,-0.0090119634
20:20:58:00.014,61,0.2587286830,0.1706085205,0.0000000000,0.1144679338,0.0000000000,0.1387026310,0.0000000000,0.2611686289,0.1684607118,0.1464452446,0.0000000000,0.0000000000,0.1408711970,0.0000000000,0.0183131266,0.0000000000,0.0000000000,0.0000000000,0.0057529286,0.0182780381,0.0000000000,0.0155237122,0.0000000000,0.2098096311,0.1651091427,0.0000000000,0.0000000000,0.0468715951,0.0474586152,0.0449612178,0.0507390201,0.0521499403,0.0033924414,0.1087779552,0.0641180873,0.0577880293,0.0618201718,0.0655955896,0.0563820414,0.0249110349,0.0189508665,0.3742269576,0.3744267523,0.0000000000,0.0000000000,0.0000000000,0.0043544890,0.1003251225,0.1047440991,0.0737913549,0.0762213692,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0798936635,0.0915026441,-0.0184125043,-0.0822026804,0.0916277170,-0.0126770716
20:20:58:02.014,61,0.7703886032,0.2709576786,0.0000000000,0.1237783358,0.0000000000,0.1225029007,0.0000000000,0.7707049251,0.2680539489,0.1550914198,0.0000000000,0.0000000000,0.1235345304,0.0000000000,0.0202320237,0.0000000000,0.0000000000,0.0000000000,0.0067820884,0.0195784532,0.0000000000,0.0152195944,0.0000000000,0.2044725120,0.1623649895,0.0000000000,0.0000000000,0.0473053418,0.0480384417,0.0459764451,0.0510743000,0.0545810945,0.0038066355,0.1085487008,0.0638674200,0.0672459155,0.0736806542,0.0696530268,0.0594883636,0.0264627319,0.0199605040,0.3108082414,0.3112110198,0.0000000000,0.0000000000,0.0000000000,0.0036731702,0.1040822789,0.1075118408,0.0995601490,0.0969543383,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0832071900,0.1453724504,-0.0265869498,-0.0870259553,0.1454994231,-0.0176167693
20:20:58:03.015,61,0.8363008499,0.1892696321,0.0000000000,0.1313287765,0.0000000000,0.1060550064,0.0000000000,0.8363374472,0.1868154407,0.1636164933,0.0000000000,0.0000000000,0.1066227555,0.0000000000,0.0207890347,0.0000000000,0.0000000000,0.0000000000,0.0070233508,0.0205360632,0.0000000000,0.0150002083,0.0000000000,0.1576319337,0.1421428323,0.0000000000,0.0000000000,0.0473259278,0.0481192283,0.0466464497,0.0512284189,0.0568143129,0.0036507722,0.1243134290,0.0685970858,0.0739458203,0.0804553106,0.0702710822,0.0601592399,0.0286116060,0.0211259555,0.3298152387,0.3302918077,0.0000000000,0.0000000000,0.0000000000,0.0034738451,0.1098738834,0.1123661399,0.1155018434,0.1061102971,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0890851170,0.1016402915,-0.0214345362,-0.0922201052,0.1017645299,-0.0151923997
20:20:58:04.014,61,0.5695176721,0.3328297436,0.0000000000,0.1570307612,0.0000000000,0.1005837619,0.0000000000,0.5696873665,0.3289369047,0.1911711842,0.0000000000,0.0000000000,0.1009782180,0.0000000000,0.0211386327,0.0000000000,0.0000000000,0.0000000000,0.0072580515,0.0231590811,0.0000000000,0.0149510568,0.0000000000,0.1456970423,0.1344036460,0.0000000000,0.0000000000,0.0471320897,0.0479699448,0.0472297929,0.0513657220,0.0585423373,0.0036263040,0.1282158643,0.0700791106,0.0761524215,0.0827940851,0.0706702247,0.0605769940,0.0296354108,0.0218324829,0.3285698891,0.3289533257,0.0000000000,0.0000000000,0.0000000000,0.0033818081,0.1113811284,0.1135664880,0.1206593141,0.1096303314,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1015942097,0.1789664924,-0.0361641422,-0.1060921177,0.1790957749,-0.0251935516
20:20:58:06.014,61,0.3305620551,0.2428763509,0.0000000000,0.1111996546,0.0000000000,0.1209107041,0.0000000000,0.3314236104,0.2403060794,0.1426447928,0.0000000000,0.0000000000,0.1216220856,0.0000000000,0.0220888332,0.0000000000,0.0000000000,0.0000000000,0.0080168787,0.0268572140,0.0000000000,0.0149087636,0.0000000000,0.1570228487,0.1289633214,0.0000000000,0.0000000000,0.0463459380,0.0472903699,0.0477673560,0.0512584038,0.0631331876,0.0035980046,0.1342734843,0.0768852979,0.0778702870,0.0845457762,0.0703800842,0.0605225936,0.0307714958,0.0227578562,0.3733372986,0.3736690581,0.0000000000,0.0000000000,0.0000000000,0.0035677678,0.1155481860,0.1186819375,0.1225007847,0.1119127274,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0768579841,0.1302052736,-0.0231095701,-0.0797463357,0.1303330213,-0.0149258338
20:20:58:07.015,61,0.2636822164,0.2014301121,0.0000000000,0.1120504662,0.0000000000,0.1206997111,0.0000000000,0.2647419870,0.1991120726,0.1436907351,0.0000000000,0.0000000000,0.1214343160,0.0000000000,0.0223811772,0.0000000000,0.0000000000,0.0000000000,0.0112073105,0.0284613539,0.0000000000,0.0147491097,0.0000000000,0.1605510116,0.1282566339,0.0000000000,0.0000000000,0.0458781868,0.0468572192,0.0537163578,0.0555781983,0.0639208779,0.0036752366,0.1212631240,0.0731560215,0.0732845291,0.0785851106,0.0715856254,0.0623667538,0.0310740769,0.0230865479,0.3567264080,0.3570200205,0.0003103988,0.0000000000,0.0000000000,0.0034549912,0.1160944030,0.1191402897,0.1143466681,0.1091250256,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0779980123,0.1080026701,-0.0203243122,-0.0805492923,0.1081289351,-0.0135422945
20:20:58:08.015,61,0.1664798856,0.1496026367,0.0000000000,0.1081398129,0.0000000000,0.1155174151,0.0000000000,0.1670275927,0.1476648152,0.1396978199,0.0000000000,0.0000000000,0.1162912920,0.0000000000,0.0225095153,0.0000000000,0.0000000000,0.0000000000,0.0123546440,0.0288034528,0.0000000000,0.0149123808,0.0000000000,0.1627601832,0.1285185963,0.0000000000,0.0000000000,0.0455852821,0.0465551354,0.0555603951,0.0568521693,0.0642218217,0.0039036914,0.1070485190,0.0665284693,0.0681883022,0.0725296214,0.0720610842,0.0629706308,0.0309787467,0.0231011230,0.3374651670,0.3375959694,0.0001928813,0.0000000000,0.0000000000,0.0032198818,0.1155005395,0.1178469509,0.0987103134,0.0990039185,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0764211416,0.0802041963,-0.0163290147,-0.0785109550,0.0803283155,-0.0112969400
20:20:58:10.015,61,0.1151679456,0.1106099114,0.0000000000,0.0981877893,0.0000000000,0.0978323445,0.0000000000,0.1160203740,0.1090101823,0.1296928674,0.0000000000,0.0000000000,0.0982776731,0.0000000000,0.0224421769,0.0000000000,0.0000000000,0.0000000000,0.0138886552,0.0291602183,0.0000000000,0.0148388781,0.0000000000,0.1746986955,0.1430357248,0.0000000000,0.0000000000,0.0449285731,0.0457895212,0.0572783761,0.0580794364,0.0638977289,0.0043458794,0.0984604806,0.0603827611,0.0643684268,0.0680983290,0.0727206022,0.0637471676,0.0306659099,0.0230390336,0.3145896792,0.3146513700,0.0000000000,0.0000000000,0.0000000000,0.0027336832,0.1080979854,0.1057644486,0.0899140239,0.0891850740,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0712904707,0.0592589006,-0.0128664449,-0.0726876035,0.0593821406,-0.0091092475
20:20:58:11.015,61,0.0968814939,0.0915858597,0.0000000000,0.0790835917,0.0000000000,0.0872391835,0.0000000000,0.0976578221,0.0902856067,0.1087176278,0.0000000000,0.0000000000,0.0875301436,0.0000000000,0.0223078094,0.0000000000,0.0000000000,0.0000633788,0.0146847190,0.0294556618,0.0000000000,0.0144364676,0.0000000000,0.1783486456,0.1504219919,0.0000000000,0.0000000000,0.0444273800,0.0452755354,0.0576012507,0.0584179126,0.0636031255,0.0044951397,0.0967152640,0.0589681603,0.0626785383,0.0663139224,0.0731666014,0.0642920062,0.0307538025,0.0232338849,0.3024069667,0.3025162518,0.0000000000,0.0000000000,0.0000000000,0.0024030576,0.1034092158,0.1011381075,0.0879317597,0.0866512358,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0598562658,0.0489912853,-0.0101405773,-0.0611882769,0.0491129905,-0.0070432560
20:20:58:12.014,61,0.0968814939,0.0915858597,0.0000000000,0.0790835917,0.0000000000,0.0872391835,0.0000000000,0.0976578221,0.0902856067,0.1087176278,0.0000000000,0.0000000000,0.0875301436,0.0000000000,0.0223078094,0.0000000000,0.0000000000,0.0000633788,0.0146847190,0.0294556618,0.0000000000,0.0144364676,0.0000000000,0.1783486456,0.1504219919,0.0000000000,0.0000000000,0.0444273800,0.0452755354,0.0576012507,0.0584179126,0.0636031255,0.0044951397,0.0967152640,0.0589681603,0.0626785383,0.0663139224,0.0731666014,0.0642920062,0.0307538025,0.0232338849,0.3024069667,0.3025162518,0.0000000000,0.0000000000,0.0000000000,0.0024030576,0.1034092158,0.1011381075,0.0879317597,0.0866512358,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0598562658,0.0489912853,-0.0101405773,-0.0611882769,0.0491129905,-0.0070432560
20:20:58:13.014,61,0.1082481965,0.1131986305,0.0000000000,0.0944420770,0.0000000000,0.0794288740,0.0000000000,0.1095427498,0.1116284057,0.1252095848,0.0000000000,0.0000000000,0.0795825720,0.0000000000,0.0223060362,0.0000000000,0.0000000000,0.0071498682,0.0237181634,0.0350781120,0.0000000000,0.0135451118,0.0000000000,0.1505087316,0.1356404871,0.0000000000,0.0000000000,0.0424992032,0.0428189561,0.0583948717,0.0588744208,0.0629114136,0.0048098480,0.0954042897,0.0572686568,0.0607721582,0.0643469319,0.0733503848,0.0649238080,0.0307302233,0.0234553311,0.2982022464,0.2983578742,0.0000000000,0.0000000000,0.0000000000,0.0020086635,0.1003625020,0.0973776132,0.0863146037,0.0840439796,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0687915236,0.0606279001,-0.0126988608,-0.0704096183,0.0607506633,-0.0088788401
20:20:58:15.014,61,0.0851166770,0.0824349150,0.0000000000,0.0674414635,0.0000000000,0.0736179873,0.0000000000,0.0852166265,0.0812950730,0.0956663415,0.0000000000,0.0000000000,0.0736999884,0.0000000000,0.0219710525,0.0000000000,0.0000000000,0.0105477730,0.0278554894,0.0382140763,0.0000000000,0.0137526374,0.0000000000,0.1520687193,0.1334527731,0.0000000000,0.0000000000,0.0405099541,0.0403509066,0.0589086823,0.0588073060,0.0618226379,0.0048514293,0.0953699946,0.0561775230,0.0594285391,0.0629404187,0.0732876509,0.0650735423,0.0310897939,0.0238388218,0.2952081859,0.2953685224,0.0000000000,0.0000000000,0.0000000000,0.0016593956,0.0997604653,0.0961467922,0.0867810994,0.0831731111,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0527025759,0.0440555438,-0.0087160803,-0.0541568547,0.0441760719,-0.0059539797
20:20:58:16.014,61,0.0778061673,0.0800492242,0.0000000000,0.0591060929,0.0000000000,0.0727507398,0.0000000000,0.0779859275,0.0789932534,0.0866712183,0.0000000000,0.0000000000,0.0728195608,0.0000000000,0.0216885824,0.0000000000,0.0000000000,0.0111687053,0.0285626184,0.0389607847,0.0000000000,0.0137485387,0.0000000000,0.1528640985,0.1330325752,0.0000000000,0.0000000000,0.0393269137,0.0386233628,0.0588060357,0.0583967157,0.0593752600,0.0047235354,0.0955735743,0.0558344945,0.0588343590,0.0623069778,0.0728842095,0.0647867396,0.0312376712,0.0240028091,0.2992614508,0.2994115055,0.0000000000,0.0000000000,0.0000000000,0.0015226178,0.0995753631,0.0956868529,0.0870937556,0.0828176439,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0477408469,0.0427555740,-0.0079873037,-0.0491073616,0.0428760797,-0.0052967579
