Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:21:02:36.006,61,0.0071793208,0.0000000000,0.0000000000,0.0608367324,0.0000000000,0.2144322693,0.0000000000,0.0073487284,0.0000000000,0.0889473334,0.0000000000,0.0000000000,0.2163056135,0.0000000000,0.0659003481,0.0000000000,0.0000000000,0.1260911077,0.0992921516,0.1197950467,0.0000000000,0.0009480546,0.0000000000,0.0424562246,0.0165590942,0.0000000000,0.0000000000,0.0444659516,0.0544549823,0.1429642290,0.1508040726,0.0460597053,0.0204052534,0.0345536731,0.0138147036,0.0093013402,0.0105873607,0.1427719444,0.1349864155,0.0431870036,0.0385201015,0.3461685479,0.3462333083,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1531767249,0.1739907563,0.0554374121,0.0474364087,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0496705770,-0.0441282205,0.0007820809,-0.0504005514,-0.0440180972,-0.0022038869
20:21:02:38.006,61,0.0681727305,0.0000000000,0.0000000000,0.0798437819,0.0000000000,0.2360111326,0.0000000000,0.0683090836,0.0000000000,0.1094109640,0.0000000000,0.0000000000,0.2370726019,0.0000000000,0.0619540103,0.0000000000,0.0000000000,0.0893112868,0.1042777002,0.0953437090,0.0068965112,0.0046099755,0.0000000000,0.0040898947,0.0000000000,0.0000000000,0.0000000000,0.0434223674,0.0498090014,0.1475247592,0.1484738290,0.0816021264,0.0206793100,0.0457636528,0.0156164523,0.0148951793,0.0170262456,0.1237518489,0.1162420586,0.0290266573,0.0259907134,0.3595939577,0.3596392572,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1568383127,0.1733743995,0.0602193624,0.0516335554,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0610714182,-0.0448665507,0.0005044008,-0.0620064735,-0.0447567590,-0.0025402880
20:21:02:39.006,61,0.0847131684,0.0000000000,0.0000000000,0.0820571035,0.0000000000,0.2398679554,0.0000000000,0.0848751143,0.0000000000,0.1117144227,0.0000000000,0.0000000000,0.2410680056,0.0000000000,0.0610783361,0.0000000000,0.0000000000,0.0812952965,0.1040809751,0.0819352046,0.0077664689,0.0080632139,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0428287052,0.0480797142,0.1406861693,0.1336346716,0.0862293169,0.0210215524,0.0476679467,0.0160829350,0.0168668665,0.0192288812,0.1194554791,0.1124023125,0.0257106740,0.0227060970,0.3402045965,0.3402433097,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1572069526,0.1721018106,0.0618987046,0.0533017479,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0623356774,-0.0400023423,-0.0000973060,-0.0633496344,-0.0398919918,-0.0028262520
20:21:02:40.006,61,0.0777246207,0.0000000000,0.0000000000,0.0880964473,0.0000000000,0.2419971675,0.0000000000,0.0780561790,0.0000000000,0.1183989123,0.0000000000,0.0000000000,0.2432429641,0.0000000000,0.0603093319,0.0000000000,0.0000000000,0.0770629346,0.1017771885,0.0770597979,0.0077264272,0.0094525237,0.0000000000,0.0198931806,0.0000000000,0.0000000000,0.0000000000,0.0423879921,0.0471223406,0.1387441903,0.1294213682,0.0894830897,0.0212815702,0.0487415232,0.0164088625,0.0181114636,0.0205592420,0.1173839644,0.1105375886,0.0239724927,0.0210047811,0.3717871308,0.3718283474,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1578675807,0.1718162298,0.0638905615,0.0549255945,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0660581812,-0.0399414971,-0.0002379566,-0.0670363307,-0.0398309492,-0.0029630023
20:21:02:42.006,61,0.0712785348,0.0000000000,0.0000000000,0.0787207559,0.0000000000,0.2938601673,0.0000000000,0.0716603696,0.0000000000,0.1084719002,0.0000000000,0.0000000000,0.2957037091,0.0000000000,0.0603406057,0.0003781923,0.0000000000,0.0858202204,0.1015838832,0.0737150013,0.0061356458,0.0103784455,0.0000000000,0.0148436679,0.0000000000,0.0000000000,0.0000000000,0.0418369807,0.0461593382,0.1387014091,0.1313140094,0.0975972861,0.0221301503,0.0504994690,0.0173233692,0.0227762014,0.0262066666,0.1158172712,0.1095855162,0.0219926834,0.0190467555,0.4036484659,0.4038107991,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1973582804,0.1988448650,0.0692574456,0.0597786009,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0605251268,-0.0388612114,-0.0001623421,-0.0613108799,-0.0387501642,-0.0028073583
20:21:02:43.006,61,0.0111963646,0.0000000000,0.0000000000,0.0561162196,0.0000000000,0.3072792292,0.0000000000,0.0112192826,0.0000000000,0.0840412453,0.0000000000,0.0000000000,0.3090650439,0.0000000000,0.0626461133,0.0009848162,0.0000000000,0.0886888430,0.1019499376,0.0729463175,0.0063215466,0.0109930057,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0415252894,0.0457018055,0.1399213523,0.1323747635,0.1008045897,0.0228885580,0.0513418466,0.0177284423,0.0237888116,0.0272824392,0.1153643727,0.1092939526,0.0211743284,0.0182327386,0.4017668366,0.4018637836,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2002421916,0.2020253390,0.0699461251,0.0602700450,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0469471961,-0.0471927039,0.0011760346,-0.0475216433,-0.0470826998,-0.0020063901
20:21:02:44.006,61,0.0493967682,0.0000000000,0.0000000000,0.0790496692,0.0000000000,0.3121506274,0.0000000000,0.0495085754,0.0000000000,0.1089997739,0.0000000000,0.0000000000,0.3139606118,0.0000000000,0.0633919835,0.0012754600,0.0000000000,0.0905846506,0.1025598794,0.0726592243,0.0083314376,0.0115049304,0.0000000000,0.0007036133,0.0000000000,0.0000000000,0.0000000000,0.0413691215,0.0454717092,0.1401782483,0.1329984814,0.1021171957,0.0238002203,0.0517946482,0.0179014541,0.0246803481,0.0281414706,0.1153425351,0.1094571352,0.0205342267,0.0175751224,0.3965232670,0.3965675235,0.0000431125,0.0000000000,0.0000000000,0.0000000000,0.2010577023,0.2027681917,0.0707640722,0.0610295422,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0608141124,-0.0376978666,-0.0003058389,-0.0615095310,-0.0375864208,-0.0028709909
20:21:02:45.006,61,0.0544586852,0.0000000000,0.0000000000,0.1140079498,0.0000000000,0.3116352260,0.0000000000,0.0545485429,0.0000000000,0.1470803916,0.0000000000,0.0000000000,0.3136627078,0.0000000000,0.0640753210,0.0015275959,0.0000000000,0.0917898566,0.1030521542,0.0722868070,0.0089533702,0.0114395553,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0410855077,0.0451526865,0.1401924044,0.1334099621,0.1031890437,0.0250089243,0.0519157462,0.0179479476,0.0251379032,0.0285484232,0.1154588386,0.1098055765,0.0199481361,0.0170286223,0.3806871474,0.3807564676,0.0000669475,0.0000000000,0.0000000000,0.0000000000,0.1834584624,0.1950971931,0.0709109157,0.0613166690,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0819987804,-0.0337000526,-0.0016534207,-0.0828373358,-0.0335877202,-0.0039703958
20:21:02:47.007,61,0.0568079427,0.0000000000,0.0000000000,0.1253153086,0.0000000000,0.3062525690,0.0000000000,0.0568575189,0.0000000000,0.1596010774,0.0000000000,0.0000000000,0.3081289828,0.0000000000,0.0641766563,0.0019623716,0.0000000000,0.0864121765,0.0975709334,0.0700171962,0.0033286323,0.0119856875,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0405146964,0.0444105007,0.1459665895,0.1416126490,0.1036197320,0.0251817070,0.0552139133,0.0191801507,0.0262064114,0.0294666793,0.1142264456,0.1092939079,0.0193441026,0.0163621437,0.4040800333,0.4041102529,0.0001950747,0.0000000000,0.0000000000,0.0000000000,0.1775391698,0.1920855790,0.0728020668,0.0625095144,0.0000029256,0.0000000000,0.0000000000,0.0000000000,-0.0889356881,-0.0282522663,-0.0027192011,-0.0897196233,-0.0281387605,-0.0046796435
20:21:02:48.007,61,0.1734024137,0.0104333432,0.0000000000,0.1093655750,0.0000000000,0.3017700613,0.0000000000,0.1740103364,0.0094064130,0.1418267190,0.0000000000,0.0000000000,0.3036377728,0.0000000000,0.0639941171,0.0020041268,0.0000000000,0.0852203444,0.0966112316,0.0700192079,0.0002529774,0.0118468590,0.0000000000,0.0143172638,0.0000000000,0.0000000000,0.0000000000,0.0405403078,0.0444367714,0.1471583992,0.1434368342,0.1031777039,0.0251376200,0.0553343743,0.0195049923,0.0267086104,0.0299253557,0.1161573380,0.1120967865,0.0194150489,0.0163737163,0.4016878605,0.4017316997,0.0009853167,0.0000000000,0.0000000000,0.0000000000,0.1795374304,0.1922640353,0.0750471056,0.0652279183,0.0000028604,0.0000000000,0.0000000000,0.0000000000,-0.0787538886,0.0056371465,-0.0067222374,-0.0798411220,0.0057543367,-0.0064712465
20:21:02:49.007,61,0.2041403800,0.0553748459,0.0000000000,0.1121869311,0.0000000000,0.2841034532,0.0000000000,0.2048632205,0.0540251993,0.1444447190,0.0000000000,0.0000000000,0.2856234908,0.0000000000,0.0636944994,0.0022106511,0.0000000000,0.0840986446,0.0958618894,0.0724488497,0.0000000000,0.0117793307,0.0000000000,0.0487717465,0.0290414654,0.0000000000,0.0000000000,0.0406244993,0.0445871353,0.1338052005,0.1291380376,0.1027594581,0.0251212902,0.0552825518,0.0198343415,0.0272777751,0.0304678399,0.1200427487,0.1155968979,0.0198234264,0.0166924801,0.4003094435,0.4003479481,0.0046701096,0.0000000000,0.0000000000,0.0000000000,0.1817100495,0.1940596849,0.0795214027,0.0700822249,0.0000181724,0.0000000000,0.0000000000,0.0000000000,-0.0799092203,0.0297322422,-0.0100474190,-0.0814044327,0.0298516527,-0.0082547301
20:21:02:51.006,61,0.6426396966,0.1408059150,0.0000000000,0.1350134462,0.0000000000,0.2677793503,0.0000000000,0.6394430399,0.1386541873,0.1680036187,0.0000000000,0.0000000000,0.2691847980,0.0000000000,0.0633345395,0.0024171083,0.0000000000,0.0753447711,0.0895757452,0.0787467211,0.0000000000,0.0113670789,0.0000000000,0.0606093295,0.0429180190,0.0000000000,0.0000000000,0.0405505076,0.0446488373,0.1211415380,0.1168157905,0.1026466638,0.0244795922,0.0575379916,0.0225988328,0.0325008668,0.0367525518,0.1215648800,0.1170482337,0.0214377753,0.0177361649,0.3602943718,0.3603405654,0.0187120494,0.0000000000,0.0000000000,0.0000000000,0.1995529681,0.2268043905,0.1100038737,0.0961789712,0.0000068833,0.0000000000,0.0000000000,0.0000000000,-0.0921112001,0.0756745860,-0.0181041081,-0.0947859287,0.0757971406,-0.0134790717
20:21:02:52.007,61,0.7592527866,0.0592083409,0.0000000000,0.1248710603,0.0000000000,0.2352955341,0.0000000000,0.7585546374,0.0577544123,0.1570337415,0.0000000000,0.0000000000,0.2365147769,0.0000000000,0.0630636588,0.0027516719,0.0000000000,0.0643897131,0.0784768686,0.0724507570,0.0000000000,0.0110404817,0.0000000000,0.0321548283,0.0343052708,0.0000000000,0.0000000000,0.0400574245,0.0441068634,0.1099899709,0.0986639783,0.1024003699,0.0237342753,0.0590568744,0.0235219039,0.0336745270,0.0379763544,0.1088561639,0.1068856642,0.0220174044,0.0181882698,0.3412254155,0.3414092362,0.0242889263,0.0000000000,0.0000000000,0.0000000000,0.2015288919,0.2276134789,0.1166256517,0.1030993909,0.0000068888,0.0000000000,0.0000000000,0.0000000000,-0.0868556052,0.0318486243,-0.0110773388,-0.0890925378,0.0319665670,-0.0092324726
20:21:02:53.009,61,0.8013685346,0.0311975740,0.0000000000,0.1156676933,0.0000000000,0.1915207356,0.0000000000,0.8008080125,0.0300087556,0.1471527815,0.0000000000,0.0000000000,0.1924214214,0.0000000000,0.0624687448,0.0030361600,0.0000000000,0.0605538189,0.0748290718,0.0711704567,0.0000000000,0.0105035640,0.0000000000,0.0259578060,0.0328376144,0.0000000000,0.0000000000,0.0396032296,0.0436599143,0.1063983068,0.0934691429,0.1006067395,0.0221082140,0.0623362847,0.0251940135,0.0345730968,0.0388844311,0.1056399718,0.1042486206,0.0248010978,0.0201744717,0.3283795118,0.3286797106,0.0289860796,0.0000000000,0.0000000000,0.0000000000,0.2021251768,0.2246235758,0.1199524850,0.1063665003,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0815821737,0.0167905614,-0.0084643885,-0.0836094692,0.0169068649,-0.0075697307
20:21:02:54.008,61,0.7971058488,0.0541724563,0.0000000000,0.1255025566,0.0000000000,0.1679888219,0.0000000000,0.7973401546,0.0527548641,0.1574758142,0.0000000000,0.0000000000,0.1687176973,0.0000000000,0.0602920838,0.0034959354,0.0000000000,0.0584975109,0.0728793964,0.0709154308,0.0000000000,0.0105912760,0.0000000000,0.0304610338,0.0323687978,0.0000000000,0.0000000000,0.0391786546,0.0432512052,0.1043982506,0.0906655565,0.0914217904,0.0212068856,0.0630060732,0.0258024391,0.0350298807,0.0393263735,0.1092877015,0.1040362269,0.0285809021,0.0224159230,0.3166489899,0.3169254661,0.0325523093,0.0000000000,0.0000000000,0.0000000000,0.1953234524,0.2122932673,0.1216978207,0.1081631556,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0871405900,0.0291517600,-0.0107257999,-0.0894980282,0.0292690620,-0.0090685366
20:21:02:56.007,61,0.7874206305,0.0481049381,0.0000000000,0.1248237938,0.0000000000,0.1445099860,0.0000000000,0.7872532010,0.0467314199,0.1570405811,0.0000000000,0.0000000000,0.1450697631,0.0000000000,0.0585913025,0.0039455108,0.0000000000,0.0549027100,0.0708419979,0.0706423521,0.0000000000,0.0101261167,0.0000000000,0.0668061525,0.0587318465,0.0000000000,0.0000000000,0.0385207534,0.0425826088,0.1018764675,0.0880460292,0.0873913243,0.0198282395,0.0635690987,0.0264232233,0.0361291803,0.0403426960,0.1107132956,0.1041330695,0.0313574523,0.0245136097,0.2928054929,0.2931022644,0.0363381207,0.0000000000,0.0000000000,0.0000000000,0.1924141347,0.2063459158,0.1247071624,0.1116796881,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0869462043,0.0258945525,-0.0102448966,-0.0891113132,0.0260119066,-0.0087782517
20:21:02:57.007,61,0.7878580689,0.0765329376,0.0000000000,0.1279090494,0.0000000000,0.1364832371,0.0000000000,0.7876583934,0.0749202743,0.1606765240,0.0000000000,0.0000000000,0.1370611489,0.0000000000,0.0578733906,0.0043460876,0.0000000000,0.0539133325,0.0704284683,0.0708824322,0.0000000000,0.0102064433,0.0000000000,0.0790971145,0.0664024726,0.0000000000,0.0000000000,0.0385452062,0.0426406860,0.1015541852,0.0879903436,0.0864025801,0.0192289352,0.0635883138,0.0265244152,0.0367536210,0.0408350080,0.1127634346,0.1059701145,0.0323083997,0.0252726469,0.2754355967,0.2755059004,0.0374942683,0.0000000000,0.0000000000,0.0000000000,0.1919120103,0.2043791860,0.1252944618,0.1121743619,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0887266695,0.0411543176,-0.0126129631,-0.0908561572,0.0412738323,-0.0101539902
20:21:02:58.006,61,0.8403115869,0.0000000000,0.0000000000,0.1303901970,0.0000000000,0.1153097376,0.0000000000,0.8401619792,0.0000000000,0.1632710695,0.0000000000,0.0000000000,0.1156287789,0.0000000000,0.0554176159,0.0049262405,0.0000000000,0.0531931259,0.0699774772,0.0727351233,0.0000000000,0.0103515070,0.0000000000,0.0840732977,0.0701252148,0.0000000000,0.0000000000,0.0383872241,0.0424524844,0.1016957983,0.0881493762,0.0849634632,0.0174376126,0.0641281009,0.0268152170,0.0383374318,0.0421203747,0.1131360680,0.1061537266,0.0344887674,0.0263074711,0.2754521370,0.2756173611,0.0460665375,0.0000000000,0.0000000000,0.0000000000,0.1964115649,0.2055237442,0.1369576454,0.1163990945,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0909324139,-0.0218947828,-0.0037307362,-0.0927903950,-0.0217830427,-0.0053329444
20:21:02:59.008,61,0.8458550572,0.0000000000,0.0000000000,0.1329100728,0.0000000000,0.1054818258,0.0000000000,0.8458138704,0.0000000000,0.1663675904,0.0000000000,0.0000000000,0.1057262719,0.0000000000,0.0542889498,0.0053847437,0.0000000000,0.0525085703,0.0695282817,0.0734725147,0.0000000000,0.0104636010,0.0000000000,0.0869020298,0.0722657368,0.0000000000,0.0000000000,0.0382998027,0.0423274636,0.1014548838,0.0879687518,0.0842353106,0.0165279079,0.0643282682,0.0268963836,0.0392867774,0.0429881103,0.1134076566,0.1062976941,0.0356482714,0.0270904955,0.2825814188,0.2828382552,0.0489488952,0.0000000000,0.0000000000,0.0000000000,0.1977024376,0.2057241648,0.1432315409,0.1207633913,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0925720781,-0.0120849758,-0.0052508288,-0.0942804888,-0.0119713917,-0.0062106294
20:21:03:00.007,61,0.7832471132,0.0589512326,0.0000000000,0.1425772905,0.0000000000,0.1080724522,0.0000000000,0.7829747200,0.0573627278,0.1762010604,0.0000000000,0.0000000000,0.1084249988,0.0000000000,0.0535966605,0.0054808673,0.0000000000,0.0511565432,0.0687210783,0.0722995847,0.0000000000,0.0106698656,0.0000000000,0.0892110467,0.0737948492,0.0000000000,0.0000000000,0.0382176042,0.0421875454,0.0998574719,0.0874357224,0.0839117169,0.0160639435,0.0638202652,0.0266725365,0.0397895910,0.0434050076,0.1137650907,0.1065388545,0.0360834338,0.0273980927,0.2662780285,0.2663321495,0.0500847027,0.0000000000,0.0000000000,0.0000000000,0.1878251284,0.1865833551,0.1362921894,0.1180621386,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0974782258,0.0318055749,-0.0122091770,-0.0998467803,0.0319235846,-0.0103917811
20:21:03:02.006,61,0.7842326164,0.0410966985,0.0000000000,0.1173681542,0.0000000000,0.1359940469,0.0000000000,0.7841881514,0.0398324914,0.1486430019,0.0000000000,0.0000000000,0.1364580393,0.0000000000,0.0528702289,0.0059990175,0.0000000000,0.0497793145,0.0666360855,0.0718864202,0.0000000000,0.0111629171,0.0000000000,0.0924647301,0.0766416416,0.0000000000,0.0000000000,0.0381345190,0.0420567170,0.0982282087,0.0853053406,0.0841799751,0.0157086942,0.0631724074,0.0263927560,0.0411928222,0.0449807197,0.1128492430,0.1022926047,0.0361631811,0.0275170691,0.2677263021,0.2677989304,0.0513966009,0.0000000000,0.0000000000,0.0000000000,0.1844176650,0.1837602854,0.1296501607,0.1158421263,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0823408812,0.0221041888,-0.0092601217,-0.0846074969,0.0222206116,-0.0080449041
20:21:03:03.006,61,0.6851677299,0.1339378953,0.0000000000,0.1119586229,0.0000000000,0.1436458975,0.0000000000,0.6848666072,0.1320779324,0.1431504637,0.0000000000,0.0000000000,0.1441845298,0.0000000000,0.0527169816,0.0063242032,0.0000000000,0.0497795306,0.0665261149,0.0715465695,0.0000000000,0.0116705587,0.0000000000,0.0931334719,0.0771387294,0.0000000000,0.0000000000,0.0380499586,0.0419434831,0.0978046209,0.0846955627,0.0843697339,0.0158889089,0.0599733964,0.0259016287,0.0412793793,0.0451106951,0.1192692965,0.1066942215,0.0359989554,0.0274330154,0.2574215233,0.2574706376,0.0496738888,0.0000000000,0.0000000000,0.0000000000,0.1778729111,0.1785980612,0.1223667115,0.1097586006,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0784897655,0.0718348399,-0.0155256744,-0.0809020698,0.0719571114,-0.0110941427
20:21:03:04.007,61,0.5930483937,0.1514178663,0.0000000000,0.1234725118,0.0000000000,0.1582107544,0.0000000000,0.5822392702,0.1493169516,0.1554546952,0.0000000000,0.0000000000,0.1587300301,0.0000000000,0.0526863374,0.0066385302,0.0000000000,0.0494140051,0.0654365569,0.0614314564,0.0000000000,0.0122409808,0.0000000000,0.0925910398,0.0738853216,0.0000000000,0.0000000000,0.0378229544,0.0415911116,0.0970906392,0.0840221569,0.0918011740,0.0159394797,0.0643470436,0.0262530465,0.0418154299,0.0456342995,0.1044259891,0.0986837745,0.0344432108,0.0267828945,0.2653009892,0.2653151453,0.0492593199,0.0000000000,0.0000000000,0.0000000000,0.1757148504,0.1725121140,0.1200322211,0.1070505977,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0850756466,0.0812808797,-0.0178320408,-0.0877512544,0.0814038068,-0.0128328465
20:21:03:05.006,61,0.4325406551,0.1969500780,0.0000000000,0.1266437769,0.0000000000,0.1637578756,0.0000000000,0.4302727580,0.1944814473,0.1591989994,0.0000000000,0.0000000000,0.1643257290,0.0000000000,0.0530264750,0.0071223374,0.0000000000,0.0495063886,0.0652334094,0.0584072061,0.0000000000,0.0153816584,0.0000000000,0.1186685041,0.0841869861,0.0000000000,0.0000000000,0.0381102189,0.0418334231,0.0964503139,0.0835033953,0.1011452377,0.0166440886,0.0652923733,0.0262937099,0.0423928760,0.0462328754,0.1018126905,0.0969960839,0.0335422270,0.0261710305,0.2670604885,0.2670644522,0.0477913171,0.0000000000,0.0000000000,0.0000000000,0.1742378026,0.1701155156,0.1185510755,0.1056087017,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0865581781,0.1057182029,-0.0215729196,-0.0893465579,0.1058437526,-0.0149976993
20:21:03:07.006,61,0.1511566192,0.1109795049,0.0000000000,0.0784348249,0.0000000000,0.1654454321,0.0000000000,0.1520898491,0.1095829979,0.1077219024,0.0000000000,0.0000000000,0.1660141349,0.0000000000,0.0533261113,0.0075467080,0.0000000000,0.0498662442,0.0652378723,0.0552967079,0.0000000000,0.0169529542,0.0000000000,0.1285360157,0.0888750702,0.0000000000,0.0000000000,0.0380636267,0.0416392833,0.0943751782,0.0824083164,0.1060891524,0.0181869175,0.0655058473,0.0259765834,0.0427586064,0.0465949140,0.1017300189,0.0956580192,0.0301656108,0.0241702944,0.2673797309,0.2673754692,0.0408889167,0.0000000000,0.0000000000,0.0000000000,0.1666216850,0.1632888168,0.1024572700,0.0944128186,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0591536835,0.0593704209,-0.0112387054,-0.0607304648,0.0594927818,-0.0074867308
20:21:03:08.007,61,0.1166457385,0.0816719234,0.0000000000,0.0741413012,0.0000000000,0.1653685868,0.0000000000,0.1177958697,0.0804714188,0.1032962352,0.0000000000,0.0000000000,0.1659403741,0.0000000000,0.0537197702,0.0078191096,0.0000000000,0.0503222160,0.0656111389,0.0543969721,0.0000000000,0.0175367929,0.0000000000,0.1307480633,0.0921004489,0.0000000000,0.0000000000,0.0383597836,0.0418723375,0.0945415795,0.0829666778,0.1071055606,0.0195191409,0.0650733784,0.0255704895,0.0427623540,0.0465901569,0.1049604937,0.0959701836,0.0289152544,0.0233173463,0.2678004801,0.2677949369,0.0374608152,0.0000000000,0.0000000000,0.0000000000,0.1647921503,0.1615013629,0.0992623419,0.0917445496,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0569297150,0.0436677039,-0.0091799200,-0.0582221895,0.0437887609,-0.0064272941
20:21:03:09.007,61,0.0986267179,0.0534598194,0.0000000000,0.0689737499,0.0000000000,0.1619500369,0.0000000000,0.0998956934,0.0524453521,0.0981630906,0.0000000000,0.0000000000,0.1624384522,0.0000000000,0.0541799776,0.0080391364,0.0000000000,0.0508643501,0.0661839917,0.0536131822,0.0000000000,0.0180558413,0.0000000000,0.1320259869,0.0958251804,0.0000000000,0.0000000000,0.0386894383,0.0421198420,0.0946214423,0.0830732062,0.1074414551,0.0233210232,0.0537632592,0.0217103641,0.0424930565,0.0463100486,0.1208054945,0.1059451178,0.0276799221,0.0225111060,0.2662076056,0.2661980391,0.0329037495,0.0000000000,0.0000000000,0.0000000000,0.1552095860,0.1497239321,0.0911585465,0.0837678164,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0542709827,0.0285529345,-0.0072167716,-0.0551594086,0.0286730155,-0.0054173418
20:21:03:11.007,61,0.0585532859,0.0000000000,0.0000000000,0.0220945571,0.0000000000,0.1611848027,0.0000000000,0.0584952608,0.0000000000,0.0470172279,0.0000000000,0.0000000000,0.1616823673,0.0000000000,0.0550296530,0.0082949279,0.0000000000,0.0525706336,0.0682945549,0.0516192131,0.0000000000,0.0183862485,0.0000000000,0.1350978166,0.1059260741,0.0000000000,0.0000000000,0.0396879874,0.0430273414,0.0955433846,0.0840796605,0.1070676968,0.0296230204,0.0421946757,0.0151907429,0.0415591784,0.0453838855,0.1323309392,0.1166204140,0.0250954814,0.0207429472,0.2694395781,0.2694384754,0.0211933702,0.0000000000,0.0000000000,0.0000000000,0.1419921517,0.1390141398,0.0808084235,0.0758038610,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0261681750,-0.0072558969,-0.0014099274,-0.0267213359,-0.0071404725,-0.0019414374
20:21:03:12.007,61,0.0177446418,0.0000000000,0.0000000000,0.0657408237,0.0000000000,0.1568759829,0.0000000000,0.0179756507,0.0000000000,0.0944184810,0.0000000000,0.0000000000,0.1574527174,0.0000000000,0.0550800115,0.0084294062,0.0000000000,0.0532221869,0.0688912570,0.0508937016,0.0000000000,0.0210136212,0.0000000000,0.1296955943,0.0981874913,0.0000000000,0.0000000000,0.0399594493,0.0432025939,0.0955354050,0.0840224251,0.1066409126,0.0309218056,0.0403945670,0.0139820352,0.0410121568,0.0448256806,0.1321460754,0.1168804988,0.0241683852,0.0199397579,0.2627615333,0.2627401352,0.0187301729,0.0000000000,0.0000000000,0.0000000000,0.1303219795,0.1273812950,0.0768943354,0.0715801790,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0525514558,-0.0114080384,-0.0027791914,-0.0533311404,-0.0112932399,-0.0036122254
20:21:03:13.007,61,0.0059409887,0.0000000000,0.0000000000,0.1025355384,0.0000000000,0.1510155946,0.0000000000,0.0062201130,0.0000000000,0.1343705803,0.0000000000,0.0000000000,0.1516852528,0.0000000000,0.0549185164,0.0087189423,0.0000000000,0.0538172536,0.0695176572,0.0501638576,0.0000000000,0.0219675973,0.0000000000,0.1282954961,0.0968673751,0.0000000000,0.0000000000,0.0402627550,0.0434544757,0.0953640938,0.0837912112,0.1050805822,0.0325996764,0.0369491167,0.0116047049,0.0403538905,0.0441714562,0.1324382275,0.1173631698,0.0233413316,0.0192015264,0.2610100210,0.2609849572,0.0163463019,0.0000000000,0.0000000000,0.0000000000,0.1236767769,0.1224489063,0.0747871026,0.0696692541,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0747184753,-0.0053510070,-0.0049822233,-0.0757351294,-0.0052353144,-0.0054448205
